区域,省份,编码,燃油类型,车型,车长,适用范围,计价方式,计费模式,阶梯起始,阶梯结束,费率,起步价,保底价,封顶价
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,50,100,58.0,58,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,1000,1500,125.0,125,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,100,300,75.0,75,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,1500,9999,0.13,0,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,厢式车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,1000,1500,145.0,145,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,500,1000,108.0,108,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,0,10,9.0,9,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,厢式车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,500,1000,120.0,120,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,30,50,40.0,40,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,500,1000,120.0,120,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,0,20,45.0,45,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,厢式车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,30,50,45.0,45,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,50,9999,2.8,0,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,30,50,45.0,45,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,0,20,100.0,100,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按公里,累加,20,50,3.0,0,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,厢式车,4.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,50,9999,4.3,0,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,50,100,50.0,50,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按公里,累加,50,9999,2.8,0,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,500,1000,120.0,120,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,100,300,67.0,67,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,厢式车,4.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,0,20,100.0,100,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,1500,9999,0.14,0,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,厢式车,4.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,20,50,4.5,0,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,20,50,4.5,0,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按公里,累加,0,20,50.0,50,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,10,30,25.0,25,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,20,50,3.0,0,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,1000,1500,145.0,145,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按公里,累加,50,9999,4.3,0,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按公里,累加,50,9999,3.0,0,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按公里,累加,0,20,45.0,45,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按公里,累加,20,50,3.3,0,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,300,500,100.0,100,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,10,30,25.0,25,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,100,300,75.0,75,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,50,100,50.0,50,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,10,30,20.0,20,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,300,500,90.0,90,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,300,500,90.0,90,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,厢式车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,1500,9999,0.14,0,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,0,10,9.0,9,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,面包车,2.7,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,0,10,10.0,10,50.0,330.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,厢式车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,100,300,75.0,75,100.0,400.0
苏北取派中心,扬泰分区,HT-202609-0115,电动,面包车,3.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,100,300,67.0,67,45.0,270.0
苏北取派中心,扬泰分区,HT-202609-0115,燃油,低栏车,4.2,"邗江取派部,广陵取派部,江都取派部",按重量,匹配,0,10,10.0,10,100.0,400.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,9.6,简阳片区,按公里,累加,0,10,450.0,450,500.0,780.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,3.2,简阳片区,按公里,累加,10,50,4.0,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,4.2,简阳片区,按公里,累加,50,100,3.2,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,3.2,简阳片区,按公里,累加,100,9999,1.9,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,4.2,简阳片区,按重量,累加,0,10,10.0,10,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,4.2,简阳片区,按重量,累加,100,9999,0.25,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,3.2,简阳片区,按重量,累加,0,10,9.0,9,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,4.2,简阳片区,按重量,累加,0,10,10.0,10,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,2.7,简阳片区,按重量,累加,50,100,0.4,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,5.6,简阳片区,按重量,累加,100,9999,0.35,0,390.0,640.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,7.6,简阳片区,按重量,累加,50,100,0.48,0,428.0,710.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,5.6,简阳片区,按重量,累加,50,100,0.5,0,390.0,640.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,3.2,简阳片区,按重量,累加,50,100,0.4,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,2.7,简阳片区,按重量,累加,10,50,0.7,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,2.7,简阳片区,按重量,累加,50,100,0.4,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,3.2,简阳片区,按重量,累加,100,9999,0.25,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,4.2,简阳片区,按重量,累加,50,100,0.4,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,4.2,简阳片区,按重量,累加,0,10,10.0,10,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,2.7,简阳片区,按重量,累加,50,100,0.4,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,2.7,简阳片区,按重量,累加,50,100,0.5,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,3.2,简阳片区,按重量,累加,100,9999,0.25,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,4.2,简阳片区,按重量,累加,0,10,13.0,13,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,1.8,简阳片区,按重量,累加,50,100,0.4,0,100.0,290.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,2.7,简阳片区,按重量,累加,100,9999,0.2,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,3.2,简阳片区,按重量,累加,10,50,0.8,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,4.2,简阳片区,按重量,累加,50,100,0.5,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,低栏车,4.2,简阳片区,按重量,累加,50,100,0.4,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,1.8,简阳片区,按重量,累加,10,50,0.7,0,100.0,290.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,9.6,简阳片区,按重量,累加,50,100,0.5,0,500.0,780.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,1.8,简阳片区,按重量,累加,0,10,11.0,11,100.0,290.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,1.8,简阳片区,按重量,累加,50,100,0.5,0,118.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,7.6,简阳片区,按重量,累加,0,10,11.0,11,440.0,730.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,4.2,简阳片区,按重量,累加,0,10,9.0,9,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,7.6,简阳片区,按重量,累加,0,10,10.0,10,428.0,710.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,3.2,简阳片区,按重量,累加,0,10,10.0,10,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,9.6,简阳片区,按重量,累加,0,10,11.0,11,500.0,780.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,3.2,简阳片区,按重量,累加,10,50,0.75,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,3.2,简阳片区,按重量,累加,50,100,0.4,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,3.2,简阳片区,按重量,累加,50,100,0.5,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,4.2,简阳片区,按重量,累加,10,50,0.7,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,4.2,简阳片区,按重量,累加,0,10,9.0,9,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,3.2,简阳片区,按重量,累加,0,10,13.0,13,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,7.6,简阳片区,按重量,累加,50,100,0.5,0,440.0,730.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,7.6,简阳片区,按重量,累加,10,50,0.7,0,440.0,730.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,2.7,简阳片区,按重量,累加,0,10,11.0,11,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,低栏车,4.2,简阳片区,按重量,累加,100,9999,0.3,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,4.2,简阳片区,按重量,累加,100,9999,0.3,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,2.7,简阳片区,按重量,累加,0,10,12.0,12,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,4.2,简阳片区,按重量,累加,100,9999,0.25,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,低栏车,3.2,简阳片区,按重量,累加,0,10,9.0,9,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,3.2,简阳片区,按重量,累加,0,10,9.0,9,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,低栏车,3.2,简阳片区,按重量,累加,50,100,0.5,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,5.6,简阳片区,按重量,累加,0,10,10.0,10,390.0,640.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,2.7,简阳片区,按重量,累加,0,10,12.0,12,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,低栏车,4.2,简阳片区,按重量,累加,100,9999,0.25,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,2.7,简阳片区,按重量,累加,10,50,0.7,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,1.8,简阳片区,按重量,累加,0,10,12.0,12,118.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,3.2,简阳片区,按重量,累加,10,50,0.7,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,低栏车,3.2,简阳片区,按重量,累加,10,50,0.7,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,2.7,简阳片区,按重量,累加,0,10,12.0,12,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,1.8,简阳片区,按重量,累加,100,9999,0.2,0,100.0,290.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,3.2,简阳片区,按重量,累加,0,10,10.0,10,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,2.7,简阳片区,按重量,累加,50,100,0.5,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,4.2,简阳片区,按重量,累加,50,100,0.4,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,4.2,简阳片区,按重量,累加,10,50,0.7,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,2.7,简阳片区,按重量,累加,50,100,0.5,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,低栏车,3.2,简阳片区,按重量,累加,100,9999,0.25,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,9.6,简阳片区,按重量,累加,10,50,0.7,0,500.0,780.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,低栏车,3.2,简阳片区,按重量,累加,100,9999,0.3,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,2.7,简阳片区,按重量,累加,0,10,12.0,12,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,2.7,简阳片区,按重量,累加,100,9999,0.3,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,1.8,简阳片区,按重量,累加,10,50,0.8,0,118.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,3.2,简阳片区,按重量,累加,100,9999,0.3,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,7.6,简阳片区,按重量,累加,10,50,0.68,0,428.0,710.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,3.2,简阳片区,按重量,累加,100,9999,0.25,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,2.7,简阳片区,按重量,累加,100,9999,0.3,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,3.2,简阳片区,按重量,累加,100,9999,0.3,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,低栏车,4.2,简阳片区,按重量,累加,0,10,10.0,10,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,4.2,简阳片区,按重量,累加,10,50,0.75,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,2.7,简阳片区,按重量,累加,100,9999,0.3,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,3.2,简阳片区,按重量,累加,50,100,0.4,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,4.2,简阳片区,按公里,累加,50,100,3.2,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,3.2,简阳片区,按公里,累加,10,50,3.6,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,2.7,简阳片区,按公里,累加,100,9999,2.0,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,4.2,简阳片区,按公里,累加,10,50,4.0,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,2.7,简阳片区,按公里,累加,0,10,100.0,100,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,2.7,简阳片区,按公里,累加,50,100,2.0,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,4.2,简阳片区,按公里,累加,10,50,3.6,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,3.2,简阳片区,按公里,累加,50,100,2.2,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,9.6,简阳片区,按公里,累加,100,9999,5.0,0,500.0,780.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,2.7,简阳片区,按公里,累加,50,100,2.0,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,9.6,简阳片区,按公里,累加,10,50,6.3,0,500.0,780.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,3.2,简阳片区,按公里,累加,50,100,2.0,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,3.2,简阳片区,按公里,累加,100,9999,3.15,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,5.6,简阳片区,按公里,累加,50,100,6.3,0,390.0,640.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,7.6,简阳片区,按公里,累加,100,9999,5.8,0,428.0,710.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,3.2,简阳片区,按公里,累加,0,10,100.0,100,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,4.2,简阳片区,按公里,累加,50,100,3.45,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,2.7,简阳片区,按公里,累加,10,50,2.5,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,3.2,简阳片区,按公里,累加,0,10,140.0,140,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,2.7,简阳片区,按公里,累加,50,100,2.2,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,4.2,简阳片区,按公里,累加,0,10,150.0,150,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,3.2,简阳片区,按公里,累加,100,9999,3.15,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,3.2,简阳片区,按公里,累加,0,10,105.0,105,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,低栏车,4.2,简阳片区,按公里,累加,10,50,3.6,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,3.2,简阳片区,按公里,累加,10,50,4.0,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,4.2,简阳片区,按公里,累加,100,9999,3.15,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,3.2,简阳片区,按公里,累加,100,9999,3.2,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,1.8,简阳片区,按公里,累加,100,9999,2.0,0,118.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,低栏车,3.2,简阳片区,按公里,累加,100,9999,3.2,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,7.6,简阳片区,按公里,累加,0,10,390.0,390,428.0,710.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,2.7,简阳片区,按公里,累加,0,10,100.0,100,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,2.7,简阳片区,按公里,累加,100,9999,2.0,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,2.7,简阳片区,按公里,累加,0,10,105.0,105,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,2.7,简阳片区,按公里,累加,10,50,2.2,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,2.7,简阳片区,按公里,累加,50,100,2.0,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,7.6,简阳片区,按公里,累加,100,9999,5.85,0,440.0,730.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,低栏车,4.2,简阳片区,按公里,累加,0,10,150.0,150,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,5.6,简阳片区,按公里,累加,10,50,6.3,0,390.0,640.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,2.7,简阳片区,按公里,累加,50,100,2.2,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,3.2,简阳片区,按公里,累加,10,50,3.6,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,3.2,简阳片区,按公里,累加,50,100,3.45,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,低栏车,3.2,简阳片区,按公里,累加,50,100,3.2,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,2.7,简阳片区,按公里,累加,0,10,105.0,105,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,4.2,简阳片区,按公里,累加,0,10,140.0,140,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,7.6,简阳片区,按公里,累加,0,10,395.0,395,440.0,730.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,2.7,简阳片区,按公里,累加,100,9999,1.9,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,3.2,简阳片区,按公里,累加,50,100,3.2,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,5.6,简阳片区,按公里,累加,100,9999,5.0,0,390.0,640.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,4.2,简阳片区,按公里,累加,0,10,150.0,150,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,4.2,简阳片区,按公里,累加,100,9999,3.2,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,1.8,简阳片区,按公里,累加,50,100,2.2,0,118.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,4.2,简阳片区,按公里,累加,0,10,140.0,140,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,低栏车,3.2,简阳片区,按公里,累加,10,50,4.0,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,3.2,简阳片区,按公里,累加,50,100,3.45,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,平板车,3.2,简阳片区,按公里,累加,100,9999,3.2,0,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,3.2,简阳片区,按公里,累加,50,100,3.2,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,1.8,简阳片区,按公里,累加,0,10,88.0,88,100.0,290.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,1.8,简阳片区,按公里,累加,10,50,2.5,0,118.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,2.7,简阳片区,按公里,累加,10,50,2.2,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,9.6,简阳片区,按公里,累加,50,100,6.3,0,500.0,780.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,1.8,简阳片区,按公里,累加,10,50,2.2,0,100.0,290.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,1.8,简阳片区,按公里,累加,100,9999,1.9,0,100.0,290.0
西南取派中心,绵阳分区,HT-202503-0357,电动,高栏车,2.7,简阳片区,按公里,累加,10,50,2.2,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,4.2,简阳片区,按公里,累加,10,50,3.6,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,高栏车,2.7,简阳片区,按公里,累加,10,50,2.5,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,面包车,2.7,简阳片区,按公里,累加,50,100,2.0,0,100.0,300.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,厢式车,4.2,简阳片区,按公里,累加,0,10,150.0,150,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,低栏车,3.2,简阳片区,按公里,累加,0,10,150.0,150,220.0,500.0
西南取派中心,绵阳分区,HT-202503-0357,电动,平板车,3.2,简阳片区,按公里,累加,100,9999,3.15,0,210.0,480.0
西南取派中心,绵阳分区,HT-202503-0357,燃油,面包车,2.7,简阳片区,按公里,累加,100,9999,2.0,0,200.0,310.0
西南取派中心,绵阳分区,HT-202503-0357,电动,厢式车,7.6,简阳片区,按公里,累加,10,50,6.3,0,428.0,710.0
